Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Task arrival date_act4,Task arrival date_act5,Task arrival date_act6,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Actvity ID_act4,Actvity ID_act5,Actvity ID_act6,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task Executer_act4,Task Executer_act5,Task Executer_act6,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task executer department_act4,Task executer department_act5,Task executer department_act6,Task Type_act1,Task Type_act2,Task Type_act3,Task Type_act4,Task Type_act5,Task Type_act6,Action_act1,Action_act2,Action_act3,Action_act4,Action_act5,Action_act6,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,idBPMApplicationAction_act4,idBPMApplicationAction_act5,idBPMApplicationAction_act6,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and execution_act4,Period between arrival and execution_act5,Period between arrival and execution_act6,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Period between arrival and capture_act4,Period between arrival and capture_act5,Period between arrival and capture_act6,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Cumulative Length of Process_act4,Cumulative Length of Process_act5,Cumulative Length of Process_act6,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Overdue Days_act4,Overdue Days_act5,Overdue Days_act6,Role ID_act1,Role ID_act2,Role ID_act3,Role ID_act4,Role ID_act5,Role ID_act6,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Years in Org Position_act4,Years in Org Position_act5,Years in Org Position_act6,Age_act1,Age_act2,Age_act3,Age_act4,Age_act5,Age_act6,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,idBPMRequirement_act4,idBPMRequirement_act5,idBPMRequirement_act6,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act7,Task arrival date_last_act7
2024-01-15 10:39:54.437,2024-01-15 10:39:54.700,2024-01-15 11:22:53.207,2024-01-15 11:37:12.640,2024-01-20 16:35:55.827,2024-01-20 16:38:49.210,100,102,102,102,102,102,10589,10606,4960,4322,4322,4322,10589,10606,4960,4322,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,124,0,39,0,0,0,124,0,0,1,2,3,4,5,6,0,0,0,4,4,5,5,11,21,21,21,21,0,1,0,0,0,0,48,49,46,57,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,6,2,4,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2024-01-22 08:37:31.700
2024-01-15 10:41:49.680,2024-01-15 10:41:50.007,2024-01-15 10:47:51.270,2024-01-15 11:28:43.273,2024-01-15 11:59:13.393,2024-01-20 16:39:54.713,100,102,102,102,102,102,10589,11193,10606,4731,4322,4322,10589,11193,10606,4731,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,124,39,0,0,0,0,124,0,1,2,3,4,5,6,0,0,0,0,4,5,5,32,11,21,21,21,0,1,1,1,0,0,48,49,49,52,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,6,3,3,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2024-01-22 08:37:47.483
2024-01-15 11:14:26.430,2024-01-15 11:14:26.797,2024-01-15 12:32:07.767,2024-01-15 12:34:52.860,2024-01-15 13:05:34.867,2024-01-15 14:23:40.163,100,102,101,102,102,101,2241,4731,2241,4960,4731,2241,2241,4731,2241,4960,4731,2241,Initial Request,Execution,Requester response to rejection,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,270,271,272,290,271,272,0,1,0,0,1,2,0,1,0,0,0,2,1,2,3,4,5,6,0,0,0,0,0,0,4,21,4,21,21,4,1,1,1,0,1,1,26,52,26,46,52,26,Non applicable,300,Non applicable,Non applicable,300,Non applicable,3,3,3,3,2,6,1,1,1,1,1,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,102,2024-01-15 16:26:52.977
2024-01-15 12:46:19.350,2024-01-15 12:46:19.717,2024-01-15 13:53:59.453,2024-01-15 14:05:58.460,2024-01-17 14:32:18.303,2024-01-20 16:40:50.590,100,102,102,102,102,102,10589,4960,10606,8548,4322,4322,10589,4960,10606,8548,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,1,0,48,74,39,0,1,0,48,74,0,1,2,3,4,5,6,0,0,0,1,4,5,5,21,11,32,21,21,0,0,1,1,0,0,48,46,49,58,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,3,3,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2024-01-22 08:39:19.087
2024-01-15 16:47:29.700,2024-01-15 16:47:30.020,2024-01-15 16:54:02.460,2024-01-16 09:19:13.427,2024-01-17 14:34:11.787,2024-01-21 14:34:34.370,100,102,102,102,102,102,10589,6266,4731,8548,4322,4322,10589,6266,4731,8548,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,16,29,96,18,0,0,16,29,95,0,1,2,3,4,5,6,0,0,0,0,4,5,5,21,21,32,21,21,0,1,1,1,0,0,48,34,52,58,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,2,4,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2024-01-22 08:39:50.800
2024-01-15 16:55:43.263,2024-01-15 16:55:43.583,2024-01-15 17:19:56.950,2024-01-16 09:13:44.333,2024-01-18 09:10:28.663,2024-01-20 16:53:54.457,100,102,102,102,102,102,10589,6266,4960,8548,4322,4322,10589,6266,4960,8548,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,15,47,55,39,0,0,15,29,55,0,1,2,3,4,5,6,0,0,0,1,4,5,5,21,21,32,21,21,0,1,0,1,0,0,48,34,46,58,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,2,4,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2024-01-22 08:40:15.800
2024-01-16 12:43:20.403,2024-01-16 12:43:20.763,2024-01-16 12:47:39.703,2024-01-16 14:04:13.610,2024-01-16 15:17:07.433,2024-01-21 12:15:17.727,100,102,102,102,102,102,353,8548,4960,4731,4322,4322,353,8548,4960,4731,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,1,1,116,20,0,0,1,1,116,0,1,2,3,4,5,6,0,0,0,0,4,4,3,32,21,21,21,21,2,1,0,1,0,0,49,58,46,52,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,2,4,0,7,1,1,1,1,1,1,0,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,102,2024-01-22 08:44:11.227
2024-01-16 13:05:28.660,2024-01-16 13:05:28.970,2024-01-16 13:15:36.967,2024-01-16 14:10:49.927,2024-01-16 15:18:03.680,2024-01-20 16:00:26.447,100,102,102,102,102,102,10019,8548,4960,4731,4322,4322,10019,8548,4960,4731,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,1,96,40,0,0,0,1,96,0,1,2,3,4,5,6,0,0,0,0,3,4,5,32,21,21,21,21,1,1,0,1,0,0,60,58,46,52,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,2,4,0,7,1,1,1,1,1,1,0,1,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,102,2024-01-22 08:44:29.470
2024-01-16 15:11:00.390,2024-01-16 15:11:01.060,2024-01-16 16:23:03.337,2024-01-16 16:56:22.513,2024-01-16 17:05:03.490,2024-01-16 17:25:05.337,100,102,101,102,102,101,8977,4731,8977,6266,4731,8977,8977,4731,8977,6266,4731,8977,Initial Request,Execution,Requester response to rejection,Execution,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,Task returned to team,Non identifiable,Non identifiable,270,271,272,290,271,272,0,1,0,0,0,15,0,1,0,0,0,15,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,21,21,5,2,1,2,1,1,2,53,52,53,34,52,53,Non applicable,300,Non applicable,Non applicable,300,Non applicable,3,5,3,3,2,6,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,102,2024-01-17 09:04:39.423
2024-01-16 15:49:18.047,2024-01-16 15:49:18.330,2024-01-16 15:57:53.283,2024-01-17 09:37:49.860,2024-01-17 10:16:05.483,2024-01-17 10:42:09.910,100,102,102,103,104,107,9504,8548,4960,10606,9504,9504,9504,8548,4960,10606,9504,9504,Initial Request,Execution,Execution,Execution,Execution,Final task,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task executed with success,Non identifiable,270,290,273,300,282,278,0,0,17,0,0,0,0,0,17,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,11,5,5,1,1,0,1,1,1,53,58,46,49,53,53,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,5,1,0,10,1,1,1,1,1,1,0,1,1,1,1,3,0,0,1,2,1,0,0,0,2,0,0,102,2024-01-17 10:43:44.223
2024-01-16 19:16:29.500,2024-01-16 19:16:29.803,2024-01-17 14:44:04.457,2024-01-20 13:44:35.577,2024-01-20 18:18:01.287,2024-01-23 18:06:24.607,100,102,102,103,104,102,8601,4731,4322,10606,8601,6266,8601,4731,4322,10606,8601,6266,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Task returned to team,270,290,273,300,279,290,0,19,71,4,71,14,0,19,69,4,39,14,1,2,3,4,5,6,0,0,2,0,1,0,5,21,21,11,5,21,3,1,0,1,3,1,58,52,57,49,58,34,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,3,3,3,0,10,1,1,1,1,1,1,0,1,1,1,1,1,3,0,1,0,2,0,2,0,0,0,0,102,2024-01-24 09:00:56.777
2024-01-17 10:26:52.087,2024-01-17 10:26:52.940,2024-01-17 14:21:24.063,2024-01-17 14:21:53.707,2024-01-17 14:22:33.187,2024-01-17 14:57:51.350,100,102,102,102,102,104,7638,8548,8548,8548,4960,7638,7638,8548,8548,8548,4960,7638,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Non identifiable,Non identifiable,270,290,290,290,275,279,0,3,0,0,0,17,0,0,0,0,0,17,1,2,3,4,5,6,0,0,0,0,0,0,5,32,32,32,21,5,3,1,1,1,0,3,57,58,58,58,46,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,1,5,1,0,8,1,1,1,1,1,1,0,1,1,0,0,0,2,2,1,0,0,0,0,0,1,0,1,102,2024-01-18 08:41:03.737
2024-01-17 12:57:09.177,2024-01-17 12:57:10.617,2024-01-17 16:56:20.300,2024-01-17 17:07:08.990,2024-01-19 13:51:35.767,2024-01-20 12:17:30.540,100,102,102,102,102,102,10646,4960,4731,6266,4322,4322,10646,4960,4731,6266,4322,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,3,0,44,22,44,0,3,0,44,22,0,1,2,3,4,5,6,0,0,0,1,2,3,5,21,21,21,21,21,4,0,1,1,0,0,51,46,52,34,57,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,1,5,0,9,1,1,1,1,1,0,0,1,1,1,1,0,3,0,0,0,2,1,2,0,0,0,0,102,2024-01-22 08:49:28.523
2024-01-18 14:00:58.183,2024-01-18 14:00:58.490,2024-01-18 14:46:38.140,2024-01-18 16:07:23.250,2024-01-18 16:27:46.923,2024-01-18 17:08:15.040,100,102,102,103,104,102,2217,6266,8548,10606,7718,6266,2217,6266,8548,10606,7718,6266,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Task returned to team,270,290,273,300,279,290,0,0,1,0,0,15,0,0,0,0,0,15,1,2,3,4,5,6,0,0,0,0,0,0,4,21,32,11,6,21,1,1,1,1,1,1,26,34,58,49,57,34,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,1,4,2,0,9,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,2,1,0,2,0,0,0,0,102,2024-01-19 09:00:04.780
2024-01-18 15:01:39.477,2024-01-18 15:01:39.810,2024-01-18 15:02:57.870,2024-01-18 15:05:50.303,2024-01-18 15:15:34.370,2024-01-18 17:04:02.277,100,102,102,102,102,102,8897,8548,3959,6266,4731,4322,8897,8548,3959,6266,4731,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,1,48,0,0,0,0,1,47,1,2,3,4,5,6,0,0,0,0,0,1,5,32,21,21,21,21,4,1,1,1,1,0,58,58,55,34,52,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,2,4,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2024-01-20 17:10:59.787
2024-01-19 09:46:53.667,2024-01-19 09:46:54.047,2024-01-19 10:24:10.490,2024-01-19 11:48:34.030,2024-01-19 11:52:40.927,2024-01-19 13:19:47.377,100,102,102,102,102,102,1001,3959,4960,8548,6266,4322,1001,3959,4960,8548,6266,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,1,0,1,23,0,0,1,0,1,22,1,2,3,4,5,6,0,0,0,0,0,0,5,21,21,32,21,21,4,1,0,1,1,0,44,55,46,58,34,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,2,4,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2024-01-20 12:23:11.687
2024-01-19 11:28:44.290,2024-01-19 11:28:44.843,2024-01-19 11:45:37.723,2024-01-19 13:06:35.307,2024-01-19 13:18:31.447,2024-01-19 13:22:52.370,100,102,102,102,102,102,7848,8548,4960,3959,6266,4322,7848,8548,4960,3959,6266,4322,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,1,0,0,22,0,0,1,0,0,22,1,2,3,4,5,6,0,0,0,0,0,0,4,32,21,21,21,21,5,1,0,1,1,0,56,58,46,55,34,57,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,3,2,4,0,7,1,1,1,1,1,1,0,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,102,2024-01-20 11:30:05.170
2024-01-22 14:06:21.160,2024-01-22 14:06:21.703,2024-01-22 14:49:26.370,2024-01-22 15:39:09.353,2024-01-23 08:33:42.403,2024-01-23 10:46:50.227,100,102,104,102,101,102,876,4960,876,4960,876,6266,876,4960,876,4960,876,6266,Initial Request,Execution,Execution,Execution,Requester response to rejection,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Non identifiable,Task returned to team,270,275,279,271,272,290,0,0,0,16,2,1,0,0,0,16,1,1,1,2,3,4,5,6,0,0,0,0,0,0,5,21,5,21,5,21,3,0,3,0,3,1,41,46,41,46,41,34,Non applicable,Non applicable,Non applicable,300,Non applicable,Non applicable,0,5,3,3,1,6,1,1,1,1,1,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,102,2024-01-23 12:28:17.103
2024-01-22 17:38:13.660,2024-01-22 17:38:14.000,2024-01-22 17:45:21.527,2024-01-23 11:07:06.583,2024-01-23 11:42:58.667,2024-01-23 12:08:50.790,100,102,102,102,102,102,7268,3959,6266,4731,4960,8548,7268,3959,6266,4731,4960,8548,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,17,0,0,3,0,0,17,0,0,3,1,2,3,4,5,6,0,0,0,0,0,0,12,21,21,21,21,32,0,1,1,1,0,1,58,55,34,52,46,58,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,3,2,4,0,9,1,1,1,1,1,0,0,1,1,1,1,3,1,0,0,0,0,1,0,0,2,1,0,102,2024-01-23 15:38:14.853
2024-01-23 08:37:13.790,2024-01-23 08:37:14.020,2024-01-23 09:04:33.290,2024-01-23 12:37:28.163,2024-01-23 13:41:02.330,2024-01-23 17:09:03.120,100,102,102,103,104,102,9113,3959,8548,10606,9113,6266,9113,3959,8548,10606,9113,6266,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Task returned to team,270,290,273,300,279,290,0,0,3,1,3,0,0,0,3,0,3,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,32,11,5,21,4,1,1,1,4,1,55,55,58,49,55,34,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,2,4,2,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,102,2024-01-23 17:22:13.647
2024-01-24 09:59:42.583,2024-01-24 09:59:43.000,2024-01-24 10:08:56.863,2024-01-24 11:13:59.117,2024-01-26 12:51:21.927,2024-01-26 13:13:32.197,100,102,102,108,103,104,65,8548,4960,4960,10606,65,65,8548,4960,4960,10606,65,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Non identifiable,Non identifiable,270,290,274,273,300,279,0,0,1,49,0,1,0,0,0,49,0,0,1,2,3,4,5,6,0,0,0,0,0,0,6,32,21,21,11,6,1,1,0,0,1,1,47,58,46,46,49,47,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,5,4,2,0,9,1,1,1,1,1,1,0,0,1,1,1,2,0,1,1,0,1,0,0,0,2,0,1,102,2024-01-26 14:15:26.097
2024-01-24 14:10:07.903,2024-01-24 14:10:08.300,2024-01-24 14:27:23.320,2024-01-24 14:41:03.773,2024-01-24 14:42:59.313,2024-01-24 14:44:36.297,100,102,102,101,101,102,8281,8548,4960,8281,8281,8548,8281,8548,4960,8281,8281,8548,Initial Request,Execution,Execution,Requester response to rejection,Requester response to rejection,Execution,Submit initial request,Task returned to team,Non identifiable,Task returned to team,Non identifiable,Task returned to team,270,290,271,290,272,290,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,5,5,32,1,1,0,1,1,1,58,58,46,58,58,58,Non applicable,Non applicable,183,Non applicable,Non applicable,Non applicable,1,1,5,1,1,9,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,1,1,0,0,2,0,1,102,2024-01-24 14:47:37.350
2024-01-25 13:01:08.520,2024-01-25 13:01:09.470,2024-01-25 13:16:03.160,2024-01-25 13:50:12.690,2024-01-25 14:01:42.283,2024-01-25 14:13:10.190,100,102,102,102,102,102,10589,3959,4960,6266,10606,4960,10589,3959,4960,6266,10606,4960,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,21,21,11,21,0,1,0,1,1,0,48,55,46,34,49,46,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,5,2,4,0,6,1,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,102,2024-01-25 15:13:32.620
2024-01-26 11:15:11.077,2024-01-26 11:15:14.640,2024-01-26 11:53:01.717,2024-01-26 11:58:53.617,2024-01-26 12:03:03.470,2024-01-26 12:22:07.290,100,102,102,102,102,102,694,3959,4731,10606,6266,4731,694,3959,4731,10606,6266,4731,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,21,21,11,21,21,15,1,1,1,1,1,44,55,52,49,34,52,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,2,4,0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,102,2024-01-26 12:58:22.813
2024-01-26 12:48:13.147,2024-01-26 12:48:13.413,2024-01-26 12:57:33.733,2024-01-26 13:09:19.753,2024-01-26 13:11:57.677,2024-01-26 13:22:14.117,100,102,102,102,102,102,2272,4731,3959,10606,4960,6266,2272,4731,3959,10606,4960,6266,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,2,0,0,0,0,0,2,1,2,3,4,5,6,0,0,0,0,0,0,22,21,21,11,21,21,0,1,1,1,0,1,24,52,55,49,46,34,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,4,2,4,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,102,2024-01-26 16:00:35.167
2024-01-26 16:28:05.670,2024-01-26 16:28:05.910,2024-01-26 16:28:32.857,2024-01-26 16:31:01.763,2024-01-26 16:48:49.390,2024-01-26 17:47:44.567,100,102,102,102,102,102,171,8548,6266,4960,3959,10606,171,8548,6266,4960,3959,10606,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,21,21,11,5,1,1,0,1,1,49,58,34,46,55,49,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,3,3,3,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,102,2024-01-26 18:39:52.953
2024-01-29 15:55:20.550,2024-01-29 15:55:20.967,2024-01-29 16:13:58.867,2024-01-29 16:15:33.653,2024-01-29 16:20:00.270,2024-01-29 16:39:04.323,100,102,102,102,102,101,659,11193,6266,3959,4731,659,659,11193,6266,3959,4731,659,Initial Request,Execution,Execution,Execution,Execution,Requester response to rejection,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Non identifiable,Non identifiable,270,290,290,290,271,272,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,21,21,5,2,1,1,1,1,2,46,49,34,55,52,46,Non applicable,Non applicable,Non applicable,Non applicable,300,Non applicable,3,5,3,3,1,6,1,1,1,1,1,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,102,2024-01-29 17:05:27.810
2024-01-30 12:09:43.093,2024-01-30 12:09:43.360,2024-01-30 12:11:01.763,2024-01-30 12:21:31.700,2024-01-30 13:48:14.713,2024-01-30 13:55:59.007,100,102,102,101,102,102,10923,6266,3959,10923,4731,6266,10923,6266,3959,10923,4731,6266,Initial Request,Execution,Execution,Requester response to rejection,Execution,Execution,Submit initial request,Task returned to team,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,290,271,272,290,290,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,4,5,6,0,0,0,0,0,0,4,21,21,4,21,21,4,1,1,4,1,1,50,34,55,50,52,34,Non applicable,Non applicable,183,Non applicable,Non applicable,Non applicable,1,2,2,4,1,9,1,1,1,1,1,1,0,0,1,1,1,2,0,1,1,1,1,0,2,0,0,0,0,102,2024-01-30 14:02:01.343
2024-01-30 15:08:30.313,2024-01-30 15:08:30.560,2024-01-30 15:12:13.187,2024-01-30 15:18:12.343,2024-01-30 15:23:21.593,2024-01-30 15:31:08.393,100,102,102,102,102,102,1073,8548,6266,4960,4731,3959,1073,8548,6266,4960,4731,3959,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,2,0,0,0,0,0,2,1,2,3,4,5,6,0,0,0,0,0,0,5,32,21,21,21,21,2,1,1,0,1,1,40,58,34,46,52,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,2,4,0,10,1,1,1,1,1,1,0,1,1,1,1,1,2,0,1,1,1,0,2,1,0,0,0,102,2024-01-30 17:57:21.020
2024-01-30 15:39:46.043,2024-01-30 15:39:46.547,2024-01-30 15:49:23.850,2024-01-30 16:17:54.687,2024-01-30 16:23:53.430,2024-01-30 16:25:49.020,100,102,102,102,102,102,11056,4960,4731,8548,3959,3959,11056,4960,4731,8548,3959,3959,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,Task returned to team,Task returned to team,Task returned to team,270,290,290,290,290,290,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3,4,5,6,0,0,0,0,0,0,5,21,21,32,21,21,3,0,1,1,1,1,50,46,52,58,55,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,1,4,2,4,0,9,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,0,2,0,2,0,0,0,1,102,2024-01-30 17:56:26.467
2024-01-31 10:04:11.507,2024-01-31 10:04:12.030,2024-01-31 11:10:07.220,2024-01-31 11:34:24.800,2024-02-02 17:24:30.700,2024-02-02 17:25:13.893,100,102,103,104,102,102,9393,4731,10606,9393,6266,3959,9393,4731,10606,9393,6266,3959,Initial Request,Execution,Execution,Execution,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,Non identifiable,Task returned to team,Task returned to team,270,273,300,279,290,290,0,1,0,53,0,0,0,0,0,53,0,0,1,2,3,4,5,6,0,0,0,1,0,0,5,21,11,5,21,21,6,1,1,6,1,1,59,52,49,59,34,55,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,Non applicable,3,3,3,3,0,7,1,1,1,1,1,1,0,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,102,2024-02-02 17:28:08.080
